WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD
0x226371ffc747d20eeaad6fe59ab4e204cd33eb2e,2.166667,4,6,44.96,4,40,1.550344828,1.068703639,0,0,3,0,0,0,1,0,0,0,0,0,0.0
0x5a463e17cea11a5f91dd661f14067b279bd27025,3.0,2,6,72.97,2,56,12.161666667,9.649318485,0,0,0,0,0,0,6,0,0,0,6,0,72.97
0x31478e45df4ee2c3cefdcfee108c95f325cc71eb,16.5,3,6,976.22,7,100,26.384324324,16.759084433,0,0,2,0,0,0,7,0,0,0,7,0,172.24
0x80f97f9f0907db0795566b36ef8ebdcfffb87069,1.666667,3,6,1289.21,7,94,117.200909091,63.421625714,0,0,0,0,0,2,0,0,1,0,0,0,0.0
0xa643217be9ac2a42d6b99640f7237efa1cdd2cf7,6.5,5,6,8.45,5,25,1.69,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1.69
0x199c17c551a37300e5d04baecca910895eafa2a5,4.666667,2,6,157.38,5,44,6.2952,5.20183746,0,0,0,0,0,0,17,0,0,0,10,0,54.08
0x6a1c8ee7d0d9df75ec65a51a8fc5d1bc8b1e6205,1.833333,4,6,700.78,4,75,24.164827586,22.343551815,0,0,0,0,0,0,1,0,1,0,0,0,0.0
0xa5a026432f3b567a2502ce9cd92d94ab57b3d713,7.166667,4,6,49.93,5,48,3.120625,3.118333827,4,34,0,0,0,0,0,3,2,0,0,0,0.0
0xd62cb6dc3630ed5f57342ada1537e0c223f61740,5.166667,4,6,594.87,5,71,9.751967213,10.331769693,0,0,0,0,0,0,2,0,1,0,1,0,40.19
0x733a2c9c576b1056b2161640d0ae7fccee27ec71,7.666667,5,6,5.5,5,60,0.03767123288,0.08063991581,0,0,0,0,0,0,1,0,1,0,0,0,0.0
0xcd82c30a31449fa8378cc1db33e5f8455ed8ea54,4.5,1,6,195.93,7,77,24.49125,58.649613263,1,19,0,0,0,0,0,4,0,0,0,0,0.0
0xce41ea64125d2d94c1a4faf5b0c5dce3121c50da,2.333333,6,6,173.82,2,38,1.473050847,3.615236239,0,0,0,0,0,0,1,0,0,0,1,0,1.33
0x681fe2fb518cff3cba2ca76af0e1ea817cac704f,1.833333,1,6,69.2,4,24,3.844444444,5.334398042,0,0,0,0,0,0,5,0,0,0,4,0,49.2
0xf96f6ba2dcfafdd1447a205f710e457d2e16d865,1.833333,1,6,246.4,2,63,49.28,75.313396683,0,0,0,0,0,5,0,0,0,0,0,0,0.0
0xc94a445107c2bd3c85ac1400fcf8199fe562f696,5.0,3,6,38.49,5,66,1.283,3.028883348,2,0,0,0,0,0,0,0,1,0,0,0,0.0
0x15581237a442d8bc36de51bdee65fab2e990e6b4,1.5,1,6,20.37,2,25,6.79,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0x51716bb8449630094de8d8ddacd5d07a57ff1e75,3.166667,8,6,123.98,3,60,1.721944444,1.815506234,0,0,0,0,0,1,1,0,2,0,0,0,0.0
0xf05199a8f6570f5050987bb312980d5886155c5c,15.0,3,6,13.55,6,44,1.355,0.7621318784,0,0,0,0,0,0,1,0,0,0,0,0,0.0
0x5e030f2c859e018927aadaebfae01c29a5ec8237,12.166667,2,6,66.33,6,63,13.266,0.012,1,65,2,0,0,0,3,1,0,0,1,0,13.26
0x8612b8477faadf0cfb46f8df865b867683e61bd7,1.833333,2,6,448.61,7,76,6.797121212,13.680807699,2,0,0,0,0,0,0,0,0,0,0,0,0.0
0xbc8168c55e0f74cf1cb16da114c378c60463967f,30.833333,3,6,119.99,6,74,10.908181818,19.110545313,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0x7877086d9183f98e8d388d8d739c56cde309d4f0,29.5,5,6,508.48,6,75,26.762105263,73.443008737,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0x24b23ce5ef6062f32ce657aa71a436c6e85bb1e0,2.333333,3,6,12.69,6,46,2.538,0.2312920232,0,0,0,0,0,0,2,0,0,0,0,0,0.0
0x5191375a1f5e4db9f8dcb1e3adf5440a2bf62d41,5.833333,2,6,300.58,4,81,25.048333333,40.209670651,0,0,0,0,0,0,24,0,6,0,9,0,299.5
0xd10ba028c458da9ac231b935c287f048fc4fdfa4,11.833333,4,6,29.4,5,61,2.94,1.492722345,0,65,0,0,0,0,0,1,1,0,0,0,0.0
0xb79aa2cd2033cee1a95eed55af0d0cbfa70a6e0a,2.166667,4,6,402.21,7,58,14.896666667,9.154449637,0,0,1,4,0,1,0,0,4,0,0,0,0.0
0x4cbb4156c9a46c2542f775c5f6fd8abc75376db0,7.166667,5,6,102.12,5,68,1.160454545,1.149474098,0,0,0,0,0,0,4,0,0,0,0,0,0.0
0xbeddbf3fc57ef3f1c398cbe796fdb20b20116235,1.666667,1,6,24.45,2,21,6.1125,0.9697776807,0,0,0,0,0,0,4,0,0,0,4,0,24.45
0x5d6ba0805aa45083d59fc75526f1a8dc9ecaa005,1.833333,5,6,1033.54,4,93,44.936521739,83.909292982,2,0,0,0,0,0,2,0,5,0,1,0,185.0
0xc8a02cb5bb2bcb010ac3cb936a162240c44fa1c1,70.166667,4,6,81.2,8,24,5.075,2.210079184,0,0,0,0,0,397,2,0,0,0,1,0,8.01
0x442305da4f883924bf28cfa610d68797aa550957,3.0,4,6,1433.14,7,104,43.428484848,7.695411904,0,0,0,0,0,0,0,0,5,0,0,0,0.0
0xd46dd321d57145b81868b95e880e6b601f1b395e,4.833333,2,6,663.01,4,98,24.555925926,31.654924169,1,0,0,0,0,0,24,0,0,0,23,0,659.01
0x83bd7bf7e106b3478fb3f25f003a7adb9dcaad5f,5.5,1,6,19.99,6,65,6.663333333,2.352308559,0,0,0,0,0,0,3,0,0,0,1,0,9.99
0xbd8b1b49ee1a979b754df2c4b4e4f0cd74d626f6,14.166667,1,6,893.93,6,99,29.797666667,45.216513848,0,0,0,0,0,0,30,0,0,0,30,0,893.93
0x8e5aef9e46aa831bdbe37a33acdb0faedb482e63,3.0,2,6,165.79,4,60,18.421111111,12.836742789,5,0,0,0,0,0,4,0,0,0,3,0,52.26
0x399d953a0af37368253d7aa6031874ce1e3dbca6,4.333333,5,6,1537.43,5,100,20.229342105,15.257395733,0,0,0,2,0,0,0,0,0,0,0,0,0.0
0x9b591902a6cc65a78bb064e3fa74263be1a59b98,26.333333,4,6,443.87,6,77,8.37490566,2.182487436,0,0,0,0,0,0,1,0,0,0,0,0,0.0
0x2c3c8864b3466c633b6a13059078f83877a5673a,6.833333,4,6,190.52,6,45,21.168888889,12.407755142,0,0,1,0,0,0,1,0,0,0,1,0,43.91
0xf12bee507e14f2b58f3bb1b7e3f01076f771cc8f,3.166667,2,6,103.94,7,75,25.985,43.377499063,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0xa95f0d7c2db4fececdf130940275f40ac9e79a30,1.833333,4,6,36.46,4,68,7.292,3.646617062,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0x67495c451240b958037fc4810bedf670342dd3ce,2.5,3,6,5.59,8,59,0.9316666667,0.500680093,0,0,0,0,0,0,0,0,0,0,0,0,0.0
