WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD
0x94030010f48b8e5a2e3c388f2da7601b8f1352ab,1.500000,9,5,117.58,3,37,2.399591837,2.365333785,1,1,0,0,0,0,0,0,1,0,0,0,0
0xc15d9eaee824f901780987acc20d1ec668f38654,18.666667,5,11,210.57,8,116,4.896976744,8.2924725,4,0,0,0,0,0,0,0,0,0,0,0,0
0x1a5bc3ab4dfe0ca274d306c71a123ab4967a50be,59.166667,3,21,7062.57,19,159,72.067040816,180.255370619,0,0,0,0,0,0,33,0,0,0,22,0,2776.93
0x58bc7c98a50c1d9e6d0bc435d4d76e768f03764e,2.500000,3,8,17.79,9,33,5.93,4.136673382,0,0,0,0,0,0,1,0,0,0,0,0,0
0x41c75de9837b49cc34da8374fe45e8a104b5e37b,32.000000,11,10,746.88,12,177,5.658181818,5.32684181,1,165,0,1,0,0,0,0,7,0,0,0,0
0x1bdc9d74f1bb1838732baae1f6fece8e5236fe88,30.833333,16,16,44181.83,19,158,57.678629243,89.502405733,49,64,0,0,0,0,3,50,0,0,3,0,48.24
0x268cbba2eb39370d6931bfe90981b48e0ab0404b,33.500000,6,16,42009.29,13,134,104.241414392,249.929863401,16,0,0,0,0,26,0,0,35,0,0,0,0
0x88e3fdfe277974131b25cb39419f8eb0095d348b,1.500000,5,5,463.29,2,33,7.594918033,17.082964539,0,0,0,0,0,0,0,0,0,0,0,0,0
0x74a0b7718782a71ffda1757e80e52df8fa9f7f04,24.833333,2,10,25508.8,3,55,293.204597701,302.279570721,0,0,5,0,0,0,0,0,0,0,0,0,0
0x3f2dc168ad8c1233d8e50908ecce31152fc60268,21.166667,3,18,22.12,11,178,1.3825,1.111460188,4,105,0,1,0,1,1,4,0,0,0,0,0
0xdfc5790d2116dca512012044040405fad4a0e560,96.000000,10,12,1520.16,12,181,5.223917526,10.032902561,28,0,0,0,0,0,2,0,24,0,0,0,0
